source_split,id,source_title,found,abstract,match_score,openalex_id,openalex_title,openalex_year,error
train,211,Constrained Default Logic Programming.,False,"Artificial intelligence (AI) researchers have been developing and refining large language models (LLMs) that exhibit remarkable capabilities across a variety of domains and tasks, challenging our understanding of learning and cognition. The latest model developed by OpenAI, GPT-4, was trained using an unprecedented scale of compute and data. In this paper, we report on our investigation of an early version of GPT-4, when it was still in active development by OpenAI. We contend that (this early version of) GPT-4 is part of a new cohort of LLMs (along with ChatGPT and Google's PaLM for example) that exhibit more general intelligence than previous AI models. We discuss the rising capabilities and implications of these models. We demonstrate that, beyond its mastery of language, GPT-4 can solve novel and difficult tasks that span mathematics, coding, vision, medicine, law, psychology and more, without needing any special prompting. Moreover, in all of these tasks, GPT-4's performance is strikingly close to human-level performance, and often vastly surpasses prior models such as ChatGPT. Given the breadth and depth of GPT-4's capabilities, we believe that it could reasonably be viewed as an early (yet still incomplete) version of an artificial general intelligence (AGI) system. In our exploration of GPT-4, we put special emphasis on discovering its limitations, and we discuss the challenges ahead for advancing towards deeper and more comprehensive versions of AGI, including the possible need for pursuing a new paradigm that moves beyond next-word prediction. We conclude with reflections on societal influences of the recent technological leap and future research directions.",0.2803738317757009,https://openalex.org/W4360836968,Sparks of Artificial General Intelligence: Early experiments with GPT-4,2023.0,
train,223,Automating Defeasible Reasoning in Law with Answer Set Programming.,True,1,1.0,https://openalex.org/W4404681143,Automating Defeasible Reasoning in Law with Answer Set Programming,2022.0,
train,250,"Proceedings 38th International Conference on Logic Programming, ICLP 2022 Technical Communications / Doctoral Consortium, Haifa, Israel, 31st July 2022 - 6th August 2022.",False,"A wide variety of nonmonotonic semantics can be expressed as approximators defined under AFT (Approximation Fixpoint Theory). Using traditional AFT theory, it is not possible to define approximators that rely on information computed in previous iterations of stable revision. However, this information is rich for semantics that incorporate classical negation into nonmonotonic reasoning. In this work, we introduce a methodology resembling AFT that can utilize priorly computed upper bounds to more precisely capture semantics. We demonstrate our framework's applicability to hybrid MKNF (minimal knowledge and negation as failure) knowledge bases by extending the state-of-the-art approximator.",0.1818181818181818,https://openalex.org/W4385212109,Eliminating Unintended Stable Fixpoints for Hybrid Reasoning Systems,2023.0,
train,251,Reasoning About Actions with EL(bot) Ontologies and Temporal Answer Sets.,False,,1.0,https://openalex.org/W3209777191,Reasoning About Actions with EL(bot) Ontologies and Temporal Answer Sets.,2021.0,
train,264,aspmc: An Algebraic Answer Set Counter.,False,,1.0,https://openalex.org/W3210494048,aspmc: An Algebraic Answer Set Counter.,2021.0,
train,269,From Probabilistic Programming to Probabilistic Argumentation.,False,,1.0,https://openalex.org/W3210699767,From Probabilistic Programming to Probabilistic Argumentation.,2021.0,
train,271,Theory Revision with Goal-directed ASP.,False,,1.0,https://openalex.org/W3210118561,Theory Revision with Goal-directed ASP.,2021.0,
train,428,A Hitchhiker&apos;s Guide to Reinventing a Prolog Machine.,False,,0.0,,,,
train,545,Using Ontology to Analyze Sentiment of Comments on Vietnamese Social Media.,False,"Sentiment analysis (SA), also referred to as opinion mining, has become a widely used real-world application of Natural Language Processing in recent times. Its main goal is to identify the hidden emotions behind the plain text. SA is especially useful in e-commerce fields, where comments and reviews often contain a wealth of valuable business information that has great research value. The objective of this study is to examine the techniques used for SA in current e-commerce platforms as well as the future directions for SA in e-commerce. After examining the existing systematic review papers, it was found that there is a lack of a single comprehensive review paper that addresses research questions. The findings of this study can provide researchers in the field of SA with a comprehensive understanding of the current techniques and platforms utilized, as well as provide insights into the future directions. Through the utilization of specific keywords, we have identified 271 papers and have chosen 54 experimental papers for review. Among these, 26 papers (representing 48.%) have exclusively employed machine Learning techniques, while 24 (44.%) have looked into addressing SA through deep learning techniques, and 4 (7.%) have employed a hybrid approach using both machine learning and deep learning techniques. Additionally, our review revealed that Amazon and Twitter emerged as the two most favored data sources among researchers. Looking ahead, promising research avenues to include the development of more universal language models, aspect-based SA, implicit aspect recognition and extraction, sarcasm detection, and fine-grained sentiment analysis.",0.3668639053254438,https://openalex.org/W4386038345,Sentiment Analysis in E-Commerce Platforms: A Review of Current Techniques and Future Directions,2023.0,
train,546,An Experiment with LLM in Contract Extraction.,False,,0.3676470588235294,https://openalex.org/W4392193048,Adapted large language models can outperform medical experts in clinical text summarization,2024.0,
train,548,Formal Aspects of Strategic Reasoning.,False,"Artificial intelligence (AI) researchers have been developing and refining large language models (LLMs) that exhibit remarkable capabilities across a variety of domains and tasks, challenging our understanding of learning and cognition. The latest model developed by OpenAI, GPT-4, was trained using an unprecedented scale of compute and data. In this paper, we report on our investigation of an early version of GPT-4, when it was still in active development by OpenAI. We contend that (this early version of) GPT-4 is part of a new cohort of LLMs (along with ChatGPT and Google's PaLM for example) that exhibit more general intelligence than previous AI models. We discuss the rising capabilities and implications of these models. We demonstrate that, beyond its mastery of language, GPT-4 can solve novel and difficult tasks that span mathematics, coding, vision, medicine, law, psychology and more, without needing any special prompting. Moreover, in all of these tasks, GPT-4's performance is strikingly close to human-level performance, and often vastly surpasses prior models such as ChatGPT. Given the breadth and depth of GPT-4's capabilities, we believe that it could reasonably be viewed as an early (yet still incomplete) version of an artificial general intelligence (AGI) system. In our exploration of GPT-4, we put special emphasis on discovering its limitations, and we discuss the challenges ahead for advancing towards deeper and more comprehensive versions of AGI, including the possible need for pursuing a new paradigm that moves beyond next-word prediction. We conclude with reflections on societal influences of the recent technological leap and future research directions.",0.3738317757009345,https://openalex.org/W4360836968,Sparks of Artificial General Intelligence: Early experiments with GPT-4,2023.0,
train,641,"Joint Proceedings of the Joint Workshop on Knowledge Diversity and Cognitive Aspects of KR and the Workshop on Symbolic and Neuro-Symbolic Architectures for Intelligent Robotics Technology (KoDis-CAKR-SYNERGY 2024) co-located with the 21st International Conference on Principles of Knowledge Representation and Reasoning (KR 2024), Hanoi, Vietnam, November 2-8, 2024.",False,,0.0,,,,
train,643,Copredication and Ontological Mutability.,False,,0.0,,,,
train,646,Cognitively Adequate Complexity of Reasoning in a Description Logic.,False,"As our dependence on intelligent machines continues to grow, so does the demand for more transparent and interpretable models. In addition, the ability to explain the model generally is now the gold standard for building trust and deployment of artificial intelligence systems in critical domains. Explainable artificial intelligence (XAI) aims to provide a suite of machine learning techniques that enable human users to understand, appropriately trust, and produce more explainable models. Selecting an appropriate approach for building an XAI-enabled application requires a clear understanding of the core ideas within XAI and the associated programming frameworks. We survey state-of-the-art programming techniques for XAI and present the different phases of XAI in a typical machine learning development process. We classify the various XAI approaches and, using this taxonomy, discuss the key differences among the existing XAI techniques. Furthermore, concrete examples are used to describe these techniques that are mapped to programming frameworks and software toolkits. It is the intention that this survey will help stakeholders in selecting the appropriate approaches, programming frameworks, and software toolkits by comparing them through the lens of the presented taxonomy.",0.3801652892561983,https://openalex.org/W4294559022,"Explainable AI (XAI): Core Ideas, Techniques, and Solutions",2022.0,
train,647,Voting for Bins: Integrating Imprecise Probabilistic Beliefs into the Condorcet Jury Theorem.,False,,0.3294117647058823,https://openalex.org/W4404494897,Multi-agent Opinion Pooling by Voting for Bins: Simulations and Characterization,2024.0,
train,648,Explaining Agent Behaviour via Causal Analysis of Mental States.,False,"Inspired by a novel action-theoretic formalization of actual cause, Khan and Lespérance (2021) recently proposed a first account of causal knowledge that supports epistemic effects, models causal knowledge dynamics, and allows sensing actions to be causes of observed effects. To date, no other study has looked specifically at these issues. But their formalization is not sufficiently expressive to model explanations via causal analysis of mental states as it ignores a crucial aspect of theory of mind, namely motivations. In this paper, we build on their work to support causal reasoning about conative effects. In our framework, one can reason about causes of motivational states, and we allow motivation-altering actions to be causes of observed effects. We illustrate that this formalization along with a model of goal recognition can be utilized to explain agent behaviour in communicative multiagent contexts.",0.625,https://openalex.org/W4387172145,On Explaining Agent Behaviour via Root Cause Analysis: A Formal Account Grounded in Theory of Mind,2023.0,
train,676,Everything You AlwaysWanted to Know About Urban Water Networks ButWere Afraid to Ask.,False,International audience,0.0497925311203319,https://openalex.org/W4389813098,"ENIGMA 2023 : AI-driven heterogeneous data management: Completing, merging, handling inconsistencies and query-answering 2023: Proceedings of 1st Workshop on AI-driven heterogeneous data management: Completing, merging, handling inconsistencies and query-answering,co-located with 20th International Conference on Principles of Knowledge Representation and Reasoning (KR 2023)Rhodes, Greece, September 3-4, 2023.",2023.0,
train,745,"Proceedings of 1st Workshop on AI-driven heterogeneous data management: Completing, merging, handling inconsistencies and query-answering, co-located with 20th International Conference on Principles of Knowledge Representation and Reasoning (KR 2023), Rhodes, Greece, September 3-4, 2023.",False,International audience,0.554074074074074,https://openalex.org/W4389813098,"ENIGMA 2023 : AI-driven heterogeneous data management: Completing, merging, handling inconsistencies and query-answering 2023: Proceedings of 1st Workshop on AI-driven heterogeneous data management: Completing, merging, handling inconsistencies and query-answering,co-located with 20th International Conference on Principles of Knowledge Representation and Reasoning (KR 2023)Rhodes, Greece, September 3-4, 2023.",2023.0,
train,867,SEH-PILoT: A System for Property-Directed Symbol Elimination - Work in Progress (Short Paper).,False,,1.0,https://openalex.org/W3216791564,SEH-PILoT: A System for Property-Directed Symbol Elimination - Work in Progress (Short Paper).,2021.0,
train,1014,Evaluation of the ECDSA IHP Hardware Accelerator.,False,,1.0,https://openalex.org/W3027364494,Evaluation of the ECDSA IHP Hardware Accelerator,2019.0,
train,1015,Methodology Design for Dynamic Test Method Generation via Existing Module Tests.,False,,1.0,https://openalex.org/W3027922564,Methodology Design for Dynamic Test Method Generation via Existing Module Tests,2019.0,
train,1016,Applying Differential Privacy to Machine Learning: Challenges and Potentials.,False,,1.0,https://openalex.org/W3032816625,Applying Differential Privacy to Machine Learning: Challenges and Potentials,2019.0,
train,1019,Distributed Domain Validation (DDV).,False,,1.0,https://openalex.org/W3031947911,Distributed Domain Validation (DDV),2019.0,
train,1020,Security Overview on Secure Encrypted Virtualization.,False,,1.0,https://openalex.org/W3028897489,Security Overview on Secure Encrypted Virtualization,2019.0,
train,1025,Analyzing power consumption of TLS ciphers on an ESP32.,False,,1.0,https://openalex.org/W3029954180,Analyzing power consumption of TLS ciphers on an ESP32,2019.0,
train,1027,ECC Based Secure Authentication Solutions.,False,,1.0,https://openalex.org/W3032397256,ECC Based Secure Authentication Solutions,2019.0,
train,1028,Welcome to Mozilla.,False,,1.0,https://openalex.org/W3031890537,Welcome to Mozilla,2019.0,
train,1029,Crypto (engineering) at Mozilla.,False,,1.0,https://openalex.org/W3031872455,Crypto (engineering) at Mozilla,2019.0,
train,1030,A Dinosaurs view on Blockchains.,False,,1.0,https://openalex.org/W3032183859,A Dinosaurs view on Blockchains,2019.0,
train,1031,Using machine learning techniques for hardware performance counter classification and ROP attack detection.,False,,1.0,https://openalex.org/W3029600615,Using machine learning techniques for hardware performance counter classification and ROP attack detection,2019.0,
train,1034,"Towards a central, distributed and secure default cryptography parameter set.",False,,1.0,https://openalex.org/W3029405438,"Towards a central, distributed and secure default cryptography parameter set",2019.0,
train,1035,ICRC: Instant Certificate Revocation Checking using Blockchain-backed Bloom Filters.,False,,1.0,https://openalex.org/W3029937060,ICRC: Instant Certificate Revocation Checking using Blockchain-backed Bloom Filters,2019.0,
train,1036,Edge computing devices assessment for cryptography and biomedical signal analysis.,False,,1.0,https://openalex.org/W3029489968,Edge computing devices assessment for cryptography and biomedical signal analysis,2019.0,
train,1037,SLIDEDroid: A Secure Lightweight Identity for the Android Platform.,False,,1.0,https://openalex.org/W3027338212,SLIDEDroid: A Secure Lightweight Identity for the Android Platform,2019.0,
train,1039,Introduction to QPSI - Who we are and what we do Hardware.,False,,1.0,https://openalex.org/W3032317802,Introduction to QPSI - Who we are and what we do Hardware,2019.0,
train,1043,XOR Arbiter PUFs: an Empirical Approach to Input Transformations.,False,,1.0,https://openalex.org/W3031128996,XOR Arbiter PUFs: an Empirical Approach to Input Transformations,2019.0,
train,1044,Towards Secure Strong PUFs.,False,,1.0,https://openalex.org/W3030239032,Towards Secure Strong PUFs,2019.0,
train,1045,"Artificial Intelligence in Medicine: Knowledge Representation and Transparent and Explainable Systems - AIME 2019 International Workshops, KR4HC/ProHealth and TEAAM, Poznan, Poland, June 26-29, 2019, Revised Selected Papers",False,,0.0,,,,
train,1154,Universal Composability: A Comparison of Different Models.,False,,1.0,https://openalex.org/W3091594898,Universal Composability: A Comparison of Different Models,2018.0,
train,1155,Private Function Evalutation with Universal Circuits.,False,,1.0,https://openalex.org/W2890366190,Private Function Evalutation with Universal Circuits,2018.0,
train,1156,Addressing the Effects of Temperature Variations on Intrinsic Memory-Based Physical Unclonable Functions.,False,,1.0,https://openalex.org/W2886299639,Addressing the Effects of Temperature Variations on Intrinsic Memory-Based Physical Unclonable Functions,2018.0,
train,1158,Wiretap Coding in the Context of PUFs.,False,,1.0,https://openalex.org/W3090378106,Wiretap Coding in the Context of PUFs,2018.0,
train,1159,Error-Correcting Codes for Lattice-Based Key Exchange.,False,,1.0,https://openalex.org/W3090096593,Error-Correcting Codes for Lattice-Based Key Exchange,2018.0,
train,1162,Low-Cost Countermeasure against Horizontal Bus and Address-Bit SCA.,False,,1.0,https://openalex.org/W3090433576,Low-Cost Countermeasure against Horizontal Bus and Address-Bit SCA,2018.0,
train,1166,Advanced Reconfigurable Physical Unclonable Functions (AR-PUFs) and Their Security Applications.,False,,1.0,https://openalex.org/W2887221256,Advanced Reconfigurable Physical Unclonable Functions (AR-PUFs) and Their Security Applications,2018.0,
train,1168,"CryptoExamples: Secure, minimal, complete, copyable and tested code examples for Crypto APIs.",False,,1.0,https://openalex.org/W3090428106,"CryptoExamples: Secure, minimal, complete, copyable and tested code examples for Crypto APIs",2018.0,
train,1169,Cryptographic Game-style language in EasyCrypt.,False,,1.0,https://openalex.org/W3091312500,Cryptographic Game-style language in EasyCrypt,2018.0,
train,1173,Machine Learning Based Sender Identification for Controller Area Network.,False,,1.0,https://openalex.org/W3091150070,Machine Learning Based Sender Identification for Controller Area Network,2018.0,
train,1174,Automatic Security Analysis in the Symbolic Model using Tamarin-Prover.,False,,1.0,https://openalex.org/W3090121266,Automatic Security Analysis in the Symbolic Model using Tamarin-Prover,2018.0,
train,1176,Privacy-Preserving Genomics on a Large Scale.,False,,1.0,https://openalex.org/W2889365965,Privacy-Preserving Genomics on a Large Scale,2018.0,
train,1177,Chains and Whips - An approach to lighweight MACs.,False,,1.0,https://openalex.org/W3090327204,Chains and Whips - An approach to lighweight MACs,2018.0,
train,1181,"Proceedings of the Joint Proceedings of Reasoning with Ambiguous and Conflicting Evidence and Recommendations in Medicine (MedRACER 2018) and the 3rd International Workshop on Ontology Modularity, Contextuality, and Evolution (WOMoCoE 2018) co-located with the 16th International Conference on Principles of Knowledge Representation and Reasoning (KR 2018), Tempe, Arizona, USA, October 29th, 2018.",False,,0.0,,,,
train,1258,Preference and Priorities: A Study Based on Contrction.,False,,1.0,https://openalex.org/W2571641501,Preference and Priorities: A Study Based on Contrction.,2016.0,
train,1268,"Principles of Knowledge Representation and Reasoning: Proceedings of the Fifteenth International Conference, KR 2016, Cape Town, South Africa, April 25-29, 2016.",False,"In this thesis we investigate the issue of querying knowledge bases composed of data and general background knowledge, called an ontology. Ontological knowledge can be represented under different formalisms and we consider here a fragment of first-order logic called existential rules (also known as tuple-generating dependencies and Datalog+/-).The fundamental entailment problem at the core of this thesis asks if a conjunctive query is entailed by an existential rule knowledge base. General existential rules are highly expressive, however at the cost of undecidability. Various restrictions on sets of rules have been proposed to regain the decidability of the entailment problem.Our specific contribution is two-fold. First, we propose a new tool that allows to unify and extend most of the known existential rule classes that rely on acyclicity conditions to tame infinite forward chaining, without increasing the complexity of the acyclicity recognition. Second, we study the compatibility of known decidable rule classes with a frequently required modeling construct, namely transitivity of binary relations. We help clarifying the picture of negative and positive results on this question, and provide a technique to safely combine transitivity with one of the simplest, yet useful, decidable rule classes, namely linear rules.",0.2690582959641255,https://openalex.org/W2592512401,Querying Existential Rule Knowledge Bases: Decidability and Complexity,2016.0,
train,1269,"Logic Programming and Nonmonotonic Reasoning - 17th International Conference, LPNMR 2024, Dallas, TX, USA, October 11-14, 2024, Proceedings",False,,0.3153846153846154,https://openalex.org/W4414974356,Dialectical search: a cognitively inspired framework for balancing solution quality and computational cost in global optimization,2025.0,
train,1270,Integrating Structured Declarative Language (SDL) into ASP Chef.,False,,1.0,https://openalex.org/W4403316536,Integrating Structured Declarative Language (SDL) into ASP Chef,2024.0,
train,1271,Answer Set Explanations via Preferred Unit-Provable Unsatisfiable Subsets.,False,,1.0,https://openalex.org/W4403316491,Answer Set Explanations via Preferred Unit-Provable Unsatisfiable Subsets,2024.0,
train,1272,Integrating MiniZinc with ASP Chef: Browser-Based Constraint Programming for Education and Prototyping.,False,,1.0,https://openalex.org/W4403316461,Integrating MiniZinc with ASP Chef: Browser-Based Constraint Programming for Education and Prototyping,2024.0,
train,1274,Consequence Operators of Characterization Logics - The Case of Abstract Argumentation.,False,,0.988095238095238,https://openalex.org/W4403316621,Consequence Operators of Characterization Logics – The Case of Abstract Argumentation,2024.0,
train,1276,Compiling Metric Temporal Answer Set Programming.,False,,1.0,https://openalex.org/W4403316486,Compiling Metric Temporal Answer Set Programming,2024.0,
train,1277,On Forgetting in Assumption-Based Argumentation.,False,,1.0,https://openalex.org/W4403316421,On Forgetting in Assumption-Based Argumentation,2024.0,
train,1278,Modelling Dialogues in a Concurrent Language for Argumentation.,False,,1.0,https://openalex.org/W4403316570,Modelling Dialogues in a Concurrent Language for Argumentation,2024.0,
train,1279,tExplain: Information Extraction with Explanations.,False,,1.0,https://openalex.org/W4403316475,tExplain: Information Extraction with Explanations,2024.0,
train,1280,A Fixpoint Characterisation of Temporal Equilibrium Logic.,False,,1.0,https://openalex.org/W4403316603,A Fixpoint Characterisation of Temporal Equilibrium Logic,2024.0,
train,1283,Towards Explainable Weather Forecasting Through FastLAS.,False,,1.0,https://openalex.org/W4403316597,Towards Explainable Weather Forecasting Through FastLAS,2024.0,
train,1284,A Sequent Calculus for Generalized Inductive Definitions.,False,,1.0,https://openalex.org/W4403316489,A Sequent Calculus for Generalized Inductive Definitions,2024.0,
train,1285,Deductive Systems for Logic Programs with Counting: Preliminary Report.,False,,1.0,https://openalex.org/W4403316452,Deductive Systems for Logic Programs with Counting: Preliminary Report,2024.0,
train,1286,LTLf2ASP: LTLf Bounded Satisfiability in ASP.,False,,1.0,https://openalex.org/W4403316519,LTLf2ASP: LTLf Bounded Satisfiability in ASP,2024.0,
train,1287,Semantic-Based Arguments Using Logic Programming Rewriting Systems.,False,,1.0,https://openalex.org/W4403316590,Semantic-Based Arguments Using Logic Programming Rewriting Systems,2024.0,
train,1289,An ASP-Based Approach to Water Distribution System Reconstruction.,False,,1.0,https://openalex.org/W4403316432,An ASP-Based Approach to Water Distribution System Reconstruction,2024.0,
train,1290,Using Learning from Answer Sets for Robust Question Answering with LLM.,False,,1.0,https://openalex.org/W4403316429,Using Learning from Answer Sets for Robust Question Answering with LLM,2024.0,
train,1292,Efficiently Grounding FOL Using Bit Vectors.,False,,1.0,https://openalex.org/W4403316422,Efficiently Grounding FOL Using Bit Vectors,2024.0,
train,1293,Monitoring and Scheduling of Semiconductor Failure Analysis Labs.,False,,1.0,https://openalex.org/W4403316470,Monitoring and Scheduling of Semiconductor Failure Analysis Labs,2024.0,
train,1295,A Generalisation of Epistemic Splitting Property.,False,,1.0,https://openalex.org/W4403316554,A Generalisation of Epistemic Splitting Property,2024.0,
train,1303,Enumeration of Minimal Models and MUSes in WASP.,False,,1.0,https://openalex.org/W4293180476,Enumeration of Minimal Models and MUSes in WASP,2022.0,
train,1304,Solving Problems in the Polynomial Hierarchy with ASP(Q).,False,,1.0,https://openalex.org/W4293180210,Solving Problems in the Polynomial Hierarchy with ASP(Q),2022.0,
train,1306,A Comparative Study of Three Neural-Symbolic Approaches to Inductive Logic Programming.,False,,1.0,https://openalex.org/W4293180066,A Comparative Study of Three Neural-Symbolic Approaches to Inductive Logic Programming,2022.0,
train,1307,A Definition of Sceptical Semantics in the Constellations Approach.,False,,1.0,https://openalex.org/W4293180454,A Definition of Sceptical Semantics in the Constellations Approach,2022.0,
train,1309,Tunas - Fishing for Diverse Answer Sets: A Multi-shot Trade up Strategy.,False,,1.0,https://openalex.org/W4293180187,Tunas - Fishing for Diverse Answer Sets: A Multi-shot Trade up Strategy,2022.0,
train,1312,DeduDeep: An Extensible Framework for Combining Deep Learning and ASP-Based Models.,False,,1.0,https://openalex.org/W4293179299,DeduDeep: An Extensible Framework for Combining Deep Learning and ASP-Based Models,2022.0,
train,1314,ASP for Flexible Payroll Management.,False,,1.0,https://openalex.org/W4293180169,ASP for Flexible Payroll Management,2022.0,
train,1315,Optimising Business Process Discovery Using Answer Set Programming.,False,,1.0,https://openalex.org/W4293180309,Optimising Business Process Discovery Using Answer Set Programming,2022.0,
train,1322,Representing Abstract Dialectical Frameworks with Binary Decision Diagrams.,False,,1.0,https://openalex.org/W4293179678,Representing Abstract Dialectical Frameworks with Binary Decision Diagrams,2022.0,
train,1326,Reasoning About Actions with EL Ontologies and Temporal Answer Sets for DLTL.,False,,0.95,https://openalex.org/W4293180107,Reasoning About Actions with $$\mathcal EL$$ Ontologies and Temporal Answer Sets for DLTL,2022.0,
train,1327,Inference to the Stable Explanations.,False,,1.0,https://openalex.org/W4293179375,Inference to the Stable Explanations,2022.0,
train,1328,Clingraph: ASP-Based Visualization.,False,,1.0,https://openalex.org/W4293180099,Clingraph: ASP-Based Visualization,2022.0,
train,1333,Learning to Rank the Distinctiveness of Behaviour in Serial Offending.,False,,1.0,https://openalex.org/W4293180110,Learning to Rank the Distinctiveness of Behaviour in Serial Offending,2022.0,
train,1335,A Machine Learning System to Improve the Performance of ASP Solving Based on Encoding Selection.,False,,1.0,https://openalex.org/W4293180339,A Machine Learning System to Improve the Performance of ASP Solving Based on Encoding Selection,2022.0,
train,1338,Efficient Computation of Answer Sets via SAT Modulo Acyclicity and Vertex Elimination.,False,,1.0,https://openalex.org/W4293179553,Efficient Computation of Answer Sets via SAT Modulo Acyclicity and Vertex Elimination,2022.0,
train,1345,Knowledge-Based Support for Adhesive Selection.,False,,1.0,https://openalex.org/W4293179451,Knowledge-Based Support for Adhesive Selection,2022.0,
train,1382,lp2normal - A Normalization Tool for Extended Logic Programs.,False,,0.9830508474576272,https://openalex.org/W2725553666,lp2normal — A Normalization Tool for Extended Logic Programs,2017.0,
train,1386,Self-Correcting Unsound Reasoning Agents.,False,,1.0,https://openalex.org/W2752692446,Self-Correcting Unsound Reasoning Agents.,2017.0,
train,1389,plasp 3: Towards Effective ASP Planning.,False,,1.0,https://openalex.org/W2732656279,plasp 3: Towards Effective ASP Planning,2017.0,
train,1421,"Proceedings of the 10th Workshop on Answer Set Programming and Other Computing Paradigms co-located with the 14th International Conference on Logic Programming and Nonmonotonic Reasoning, ASPOCP@LPNMR 2017, Espoo, Finland, July 3, 2017.",False,,0.0,,,,
train,1463,sfHornStr: Invariant Synthesis for Regular Model Checking as Constrained Horn Clauses.,False,,0.0,,,,
train,1593,Reconstruction of SMT Proofs with Lambdapi.,False,"Abstract Modern SMT solvers can generate proofs of unsatisfiability so that the result can be checked independently. A dependable approach to verify these proofs is to reconstruct them within a proof assistant. In previous work, the SMT checker Carcara was extended to reconstruct SMT proofs in Lambdapi—a proof assistant designed for interoperability, supporting the import and export of proofs for integration with other proof assistants such as Rocq, Lean, or HOL-Light. Whereas that work was limited to SMT theories without arithmetic, we here present an extension that enables the reconstruction of SMT proofs involving linear integer arithmetic.",0.5263157894736842,https://openalex.org/W4414589264,Checking Linear Integer Arithmetic Proofs in Lambdapi,2025.0,
train,1600,Invited Talk: The Hows and Whys of Higher-Order SMT.,True,International audience,1.0,https://openalex.org/W4404750297,Invited Talk: The Hows and Whys of Higher-Order SMT,2024.0,
train,1685,SolCMC: Solidity Compiler&apos;s Model Checker.,False,,0.0,,,,
train,1694,Formal Specification for Learning-Enabled Autonomous Systems.,False,,1.0,https://openalex.org/W4312391565,Formal Specification for Learning-Enabled Autonomous Systems,2022.0,
train,1715,Neural Network Precision Tuning Using Stochastic Arithmetic.,False,,1.0,https://openalex.org/W4281683653,Neural Network Precision Tuning Using Stochastic Arithmetic,2022.0,
train,1746,Differentiable Logics for Neural Network Training and Verification.,False,,1.0,https://openalex.org/W4312902104,Differentiable Logics for Neural Network Training and Verification,2022.0,
train,1755,"4th International Workshop on Formal Methods for Blockchains, FMBC@CAV 2022, Haifa, Israel, August 11, 2022",False,,0.0,,,,
