source_split,id,source_title,source_year,title_search_found,title_search_error,title_match_score,title_year_delta,openalex_id,openalex_doi,openalex_title,openalex_year,cited_by_count,referenced_works_count,fwci,is_retracted
train,437,Automating Disease Management Using Answer Set Programming.,2016.0,True,,1.0,0.0,https://openalex.org/W2576868331,https://doi.org/10.4230/oasics.iclp.2016.22,Automating Disease Management Using Answer Set Programming,2016.0,0.0,0.0,0.0,False
train,438,Grounded Fixpoints and Active Integrity Constraints.,2016.0,True,,1.0,0.0,https://openalex.org/W3099923865,https://doi.org/10.48550/arxiv.1607.05412,Grounded Fixpoints and Active Integrity Constraints,2016.0,6.0,0.0,,False
train,439,A Compositional Typed Higher-Order Logic with Definitions.,2016.0,True,,1.0,0.0,https://openalex.org/W2591642135,https://doi.org/10.4230/oasics.iclp.2016.14,A Compositional Typed Higher-Order Logic with Definitions,2016.0,5.0,0.0,1.3252,False
train,440,P-rho-Log: Combining Logic Programming with Conditional Transformation Systems.,2016.0,True,,1.0,0.0,https://openalex.org/W2576723267,https://doi.org/10.4230/oasics.iclp.2016.10,P-rho-Log: Combining Logic Programming with Conditional Transformation Systems,2016.0,0.0,0.0,0.0,False
train,441,Methods for Solving Extremal Problems in Practice.,2016.0,True,,1.0,-1.0,https://openalex.org/W2216632330,https://doi.org/10.4230/oasics.iclp.2016.21,Methods for Solving Extremal Problems in Practice,2015.0,1.0,4.0,0.4451,False
train,442,Constraint Propagation and Explanation over Novel Types by Abstract Compilation.,2016.0,True,,1.0,0.0,https://openalex.org/W2572387202,https://doi.org/10.4230/oasics.iclp.2016.13,Constraint Propagation and Explanation over Novel Types by Abstract Compilation,2016.0,1.0,0.0,0.3036,False
train,443,Controlled Natural Languages for Knowledge Representation and Reasoning.,2016.0,True,,1.0,0.0,https://openalex.org/W2576951684,https://doi.org/10.4230/oasics.iclp.2016.19,Controlled Natural Languages for Knowledge Representation and Reasoning,2016.0,3.0,0.0,0.0,False
train,444,Answer Set Solving with Generalized Learned Constraints.,2016.0,True,,1.0,0.0,https://openalex.org/W2576280707,https://doi.org/10.4230/oasics.iclp.2016.9,Answer Set Solving with Generalized Learned Constraints,2016.0,2.0,0.0,0.4417,False
train,445,Theory Solving Made Easy with Clingo 5.,2016.0,True,,1.0,0.0,https://openalex.org/W2578895614,https://doi.org/10.4230/oasics.iclp.2016.2,Theory Solving Made Easy with Clingo 5,2016.0,147.0,0.0,28.2703,False
train,446,On the Expressiveness of Spatial Constraint Systems.,2016.0,True,,1.0,0.0,https://openalex.org/W2578278993,https://doi.org/10.4230/oasics.iclp.2016.16,On the Expressiveness of Spatial Constraint Systems,2016.0,4.0,0.0,0.8629,False
train,447,Testing of Concurrent Programs.,2016.0,False,,0.8450704225352113,-24.0,https://openalex.org/W2043292640,https://doi.org/10.1109/32.126769,Structural testing of concurrent programs,1992.0,225.0,32.0,6.58588958,False
train,448,Intelligent Instantiation and Supersafe Rules.,2016.0,True,,1.0,0.0,https://openalex.org/W2559092422,https://doi.org/10.4230/oasics.iclp.2016.7,Intelligent Instantiation and Supersafe Rules,2016.0,3.0,7.0,0.8834,False
train,449,Inference in Probabilistic Logic Programs Using Lifted Explanations.,2016.0,True,,1.0,0.0,https://openalex.org/W2513185943,https://doi.org/10.48550/arxiv.1608.05763,Inference in Probabilistic Logic Programs using Lifted Explanations,2016.0,2.0,14.0,,False
train,450,An Answer Set Programming Framework for Reasoning About Truthfulness of Statements by Agents.,2016.0,True,,1.0,0.0,https://openalex.org/W2577192801,https://doi.org/10.4230/oasics.iclp.2016.8,An Answer Set Programming Framework for Reasoning About Truthfulness of Statements by Agents,2016.0,3.0,0.0,0.8569,False
train,451,SMT-Based Constraint Answer Set Solver EZSMT (System Description).,2016.0,True,,1.0,0.0,https://openalex.org/W2460803124,https://doi.org/10.4230/oasics.iclp.2016.1,SMT-Based Constraint Answer Set Solver EZSMT (System Description),2016.0,25.0,0.0,6.6511,False
train,452,The Functional Perspective on Advanced Logic Programming.,2016.0,True,,1.0,0.0,https://openalex.org/W2574774950,https://doi.org/10.4230/oasics.iclp.2016.20,The Functional Perspective on Advanced Logic Programming,2016.0,0.0,0.0,0.0,False
train,453,Scalable Design Space Exploration via Answer Set Programming.,2016.0,True,,1.0,0.0,https://openalex.org/W2579818176,https://doi.org/10.4230/oasics.iclp.2016.23,Scalable Design Space Exploration via Answer Set Programming,2016.0,0.0,0.0,0.0,False
train,454,"Front Matter, Table of Contents, Preface, List of Authors.",2016.0,True,,1.0,0.0,https://openalex.org/W2543945401,https://doi.org/10.4230/lipics.ecoop.2016.0,"Front Matter, Table of Contents, Preface, List of Authors",2016.0,0.0,0.0,0.0,False
train,455,"Technical Communications of the 32nd International Conference on Logic Programming, ICLP 2016 TCs, New York City, USA, October 16-21, 2016",2016.0,False,,0.3430962343096234,2.0,https://openalex.org/W2571958538,https://doi.org/10.1613/jair.1.11221,Exploiting Partial Assignments for Efficient Evaluation of Answer Set Programs with External Source Access,2018.0,14.0,84.0,1.0154,False
train,458,Interactive Exploration of Plan Spaces.,2025.0,False,,0.4065040650406504,-2.0,https://openalex.org/W4320527588,https://doi.org/10.1016/j.tourman.2023.104724,Metaverse as a disruptive technology revolutionising tourism management and marketing,2023.0,797.0,62.0,172.7371,False
train,460,Minimal Model Reasoning in Description Logics: Don&apos;t Try This at Home!,2025.0,False,,0.3333333333333333,-20.0,https://openalex.org/W47876865,,"Mirror of princes: René Girard, Aristotle, and the rebirth of tragedy",2005.0,1.0,71.0,,False
train,461,Solving Unification in the Description Logic FL_bottom.,2025.0,False,,0.5179856115107914,-23.0,https://openalex.org/W2399026278,,Unification in a Description Logic with Inconsistency and Transitive Closure of Roles.,2002.0,2.0,0.0,0.4263,False
train,474,Compactness and Preservation in Logical Argumentation Frameworks.,2025.0,True,,1.0,0.0,https://openalex.org/W4415903242,https://doi.org/10.24963/kr.2025/5,Compactness and Preservation in Logical Argumentation Frameworks,2025.0,1.0,0.0,2.7453,False
train,498,Belief Revision in a Probabilistic Setting.,2025.0,True,,1.0,0.0,https://openalex.org/W4415903221,https://doi.org/10.24963/kr.2025/25,Belief Revision in a Probabilistic Setting,2025.0,0.0,0.0,0.0,False
train,530,Context-Based Belief Revision.,2025.0,False,,0.3333333333333333,-12.0,https://openalex.org/W4243510336,https://doi.org/10.1007/11166.1573-0476,Journal of Risk and Uncertainty,2013.0,360.0,64.0,,False
train,536,TRACE-CS: A Hybrid Logic-LLM System for Explainable Course Scheduling.,2025.0,True,,1.0,-1.0,https://openalex.org/W4403346506,https://doi.org/10.48550/arxiv.2409.03671,TRACE-CS: A Hybrid Logic-LLM System for Explainable Course Scheduling,2024.0,0.0,0.0,,False
train,541,"Proceedings of the 22nd International Conference on Principles of Knowledge Representation and Reasoning, KR 2025, Melbourne, Australia, November 1-17, 2025",2025.0,False,,0.3873873873873873,0.0,https://openalex.org/W7109969768,https://doi.org/10.4230/tgdk.3.1.3,Uncertainty Management in the Construction of Knowledge Graphs: A Survey,2025.0,1.0,0.0,2.1406,False
train,542,Answer Set Programming and Large Language Models interaction with YAML: Second Report.,2024.0,False,,0.3878787878787879,0.0,https://openalex.org/W4391836235,https://doi.org/10.1038/s41467-024-45563-x,Structured information extraction from scientific text with large language models,2024.0,536.0,68.0,59.0459,False
train,543,From Infinite to Finite Traces and Back: Linear Temporal Logic in Sequential Decision Making.,2024.0,False,,0.3503649635036496,-6.0,https://openalex.org/W3100366369,https://doi.org/10.1561/2200000071,An Introduction to Deep Reinforcement Learning,2018.0,1236.0,104.0,51.2838,False
train,545,Using Ontology to Analyze Sentiment of Comments on Vietnamese Social Media.,2024.0,False,,0.3571428571428571,-2.0,https://openalex.org/W4210827551,https://doi.org/10.1007/s10462-022-10144-1,"A survey on sentiment analysis methods, applications, and challenges",2022.0,1383.0,208.0,176.6972,False
train,546,An Experiment with LLM in Contract Extraction.,2024.0,False,,0.3676470588235294,0.0,https://openalex.org/W4392193048,https://doi.org/10.1038/s41591-024-02855-5,Adapted large language models can outperform medical experts in clinical text summarization,2024.0,612.0,77.0,196.3318,False
train,547,Communication with Individuals with Disabilities and the Role of LLMs: Progress Report.,2024.0,False,,0.2808988764044944,-1.0,https://openalex.org/W4385878593,https://doi.org/10.3390/su151612451,New Era of Artificial Intelligence in Education: Towards a Sustainable Multifaceted Revolution,2023.0,879.0,78.0,32.2551,False
train,548,Formal Aspects of Strategic Reasoning.,2024.0,False,,0.5263157894736842,-30.0,https://openalex.org/W2164169766,https://doi.org/10.1007/978-94-011-0928-4_31,On Formal Specification of Design Tasks,1994.0,50.0,25.0,6.6321,False
train,549,A Report on Sequential KR-Approaches as Cognitive Logic.,2024.0,False,,0.3622047244094488,-3.0,https://openalex.org/W3003265726,https://doi.org/10.1109/tnnls.2021.3070843,"A Survey on Knowledge Graphs: Representation, Acquisition, and Applications",2021.0,2617.0,349.0,249.078,False
train,567,Contractions Based on Optimal Repairs.,2024.0,True,,1.0,0.0,https://openalex.org/W4403792784,https://doi.org/10.24963/kr.2024/9,Contractions Based on Optimal Repairs,2024.0,4.0,0.0,1.8507,False
train,573,Queries With Exact Truth Values in Paraconsistent Description Logics.,2024.0,True,,1.0,0.0,https://openalex.org/W4403322427,https://doi.org/10.24963/kr.2024/14,Queries With Exact Truth Values in Paraconsistent Description Logics,2024.0,0.0,0.0,0.0,False
train,574,Shapley Value Computation in Ontology-Mediated Query Answering.,2024.0,True,,1.0,0.0,https://openalex.org/W4403792776,https://doi.org/10.24963/kr.2024/15,Shapley Value Computation in Ontology-Mediated Query Answering,2024.0,3.0,0.0,1.022,False
train,589,Qiana: A First-Order Formalism to Quantify over Contexts and Formulas.,2024.0,True,,1.0,0.0,https://openalex.org/W4403792976,https://doi.org/10.24963/kr.2024/28,Qiana: A First-Order Formalism to Quantify over Contexts and Formulas,2024.0,0.0,0.0,0.0,False
train,602,A Representation Theorem for Causal Decision Making.,2024.0,True,,1.0,0.0,https://openalex.org/W4403792962,https://doi.org/10.24963/kr.2024/39,A Representation Theorem for Causal Decision Making,2024.0,0.0,0.0,0.0,False
train,606,Extending Description Logics with Generic Concepts - the Tale of Two Semantics.,2024.0,True,,1.0,0.0,https://openalex.org/W4403793003,https://doi.org/10.24963/kr.2024/43,Extending Description Logics with Generic Concepts – the Tale of Two Semantics,2024.0,0.0,0.0,0.0,False
train,612,Total Preorders vs Ranking Functions under Belief Revision - the Dynamics of Empty Layers.,2024.0,True,,1.0,0.0,https://openalex.org/W4403792961,https://doi.org/10.24963/kr.2024/47,Total Preorders vs Ranking Functions under Belief Revision – the Dynamics of Empty Layers,2024.0,3.0,0.0,1.0034,False
train,641,"Joint Proceedings of the Joint Workshop on Knowledge Diversity and Cognitive Aspects of KR and the Workshop on Symbolic and Neuro-Symbolic Architectures for Intelligent Robotics Technology (KoDis-CAKR-SYNERGY 2024) co-located with the 21st International Conference on Principles of Knowledge Representation and Reasoning (KR 2024), Hanoi, Vietnam, November 2-8, 2024.",2024.0,False,,0.0,,,,,,,,,
train,642,"Proceedings of the 21st International Conference on Principles of Knowledge Representation and Reasoning, KR 2024, Hanoi, Vietnam. November 2-8, 2024.",2024.0,False,,0.314410480349345,1.0,https://openalex.org/W4412063508,https://doi.org/10.1613/jair.1.17422,Explainability via Short Formulas: the Case of Propositional Logic with Implementation,2025.0,1.0,12.0,2.1733,False
train,643,Copredication and Ontological Mutability.,2023.0,False,,0.0,,,,,,,,,
train,644,On the Suitability of Inconsistency Measures.,2023.0,False,,0.2905982905982906,-1.0,https://openalex.org/W4286299948,https://doi.org/10.1038/s43017-022-00298-5,Optical vegetation indices for monitoring terrestrial ecosystems globally,2022.0,732.0,175.0,110.7685,False
train,645,Unifying Abduction and Deduction through Argumentation.,2023.0,False,,0.3541666666666667,-12.0,https://openalex.org/W2512173100,https://doi.org/10.1080/17538947.2011.582276,Geographic information systems and science,2011.0,1695.0,238.0,595.7861,False
train,646,Cognitively Adequate Complexity of Reasoning in a Description Logic.,2023.0,False,,0.3875968992248062,-11.0,https://openalex.org/W2119046642,https://doi.org/10.1016/j.adhoc.2012.02.016,"Internet of things: Vision, applications and research challenges",2012.0,3545.0,151.0,185.187,False
train,647,Voting for Bins: Integrating Imprecise Probabilistic Beliefs into the Condorcet Jury Theorem.,2023.0,False,,0.3294117647058823,1.0,https://openalex.org/W4404494897,https://doi.org/10.1007/978-3-031-70415-4_5,Multi-agent Opinion Pooling by Voting for Bins: Simulations and Characterization,2024.0,2.0,15.0,5.0479,False
train,648,Explaining Agent Behaviour via Causal Analysis of Mental States.,2023.0,False,,0.3503649635036496,-3.0,https://openalex.org/W3016902371,https://doi.org/10.1038/s41562-020-0884-z,Using social and behavioural science to support COVID-19 pandemic response,2020.0,5030.0,256.0,375.2254,False
train,649,ExACT Explainable Clustering: Unravelling the Intricacies of Cluster Formation.,2023.0,False,,0.3,0.0,https://openalex.org/W4386913845,https://doi.org/10.1038/s41392-023-01588-0,Microglia in neurodegenerative diseases: mechanism and potential therapeutic targets,2023.0,1287.0,564.0,151.8553,False
train,664,"On Conflict-free Labellings - Realizability, Construction and Patterns of Redundancy.",2023.0,True,,1.0,0.0,https://openalex.org/W4385438550,https://doi.org/10.24963/kr.2023/70,"On Conflict-free Labellings – Realizability, Construction and Patterns of Redundancy",2023.0,2.0,24.0,0.3426,False
train,670,On Combining Collective Entity Resolution and Repairing (Extended Abstract).,2023.0,False,,0.3841059602649007,-13.0,https://openalex.org/W1956895105,https://doi.org/10.1111/j.1467-6486.2010.00990.x,"Maintaining Legitimacy: Controversies, Orders of Worth, and Public Justifications",2010.0,462.0,82.0,21.8856,False
train,674,A Comparative Study of Text Representations for French Real-Estate Classified Advertisements Information Extraction.,2023.0,True,,1.0,0.0,https://openalex.org/W4401558542,,A Comparative Study of Text Representations for French Real-Estate Classified Advertisements Information Extraction,2023.0,0.0,0.0,0.0,False
train,676,Everything You AlwaysWanted to Know About Urban Water Networks ButWere Afraid to Ask.,2023.0,False,,0.0497925311203319,0.0,https://openalex.org/W4389813098,,"ENIGMA 2023 : AI-driven heterogeneous data management: Completing, merging, handling inconsistencies and query-answering 2023: Proceedings of 1st Workshop on AI-driven heterogeneous data management: Completing, merging, handling inconsistencies and query-answering,co-located with 20th International Conference on Principles of Knowledge Representation and Reasoning (KR 2023)Rhodes, Greece, September 3-4, 2023.",2023.0,0.0,0.0,,False
train,685,Revising Weighted Knowledge Bases Using FH-Conditioning.,2023.0,True,,1.0,0.0,https://openalex.org/W4386839716,,Revising Weighted Knowledge Bases Using FH-Conditioning,2023.0,0.0,0.0,0.0,False
train,689,Causes for Changing Profiles (Preliminary Report).,2023.0,False,,0.4117647058823529,-25.0,https://openalex.org/W2112796928,https://doi.org/10.1109/5.726791,Gradient-based learning applied to document recognition,1998.0,57646.0,135.0,12.5,False
train,695,A Multi-Agent System for Addressing Cybersecurity Issues in Social Networks.,2023.0,False,,0.3313609467455621,-5.0,https://openalex.org/W2899357412,https://doi.org/10.1016/j.rser.2018.10.014,Blockchain technology in the energy sector: A systematic review of challenges and opportunities,2018.0,2329.0,51.0,347.3642,False
train,703,On Computing Relevant Features for Explaining NBCs.,2023.0,True,,1.0,-1.0,https://openalex.org/W4285077624,https://doi.org/10.48550/arxiv.2207.04748,On Computing Relevant Features for Explaining NBCs,2022.0,6.0,0.0,,False
train,705,An AI Approach to Large-Scale Medical Appointment (Re)Scheduling Using ASP.,2023.0,False,,0.3137254901960784,0.0,https://openalex.org/W4323022486,https://doi.org/10.1109/access.2023.3250849,An Integrated Scalable Framework for Cloud and IoT Based Green Healthcare System,2023.0,52.0,44.0,10.1462,False
train,708,Planning with Epistemic Preferences.,2023.0,True,,1.0,0.0,https://openalex.org/W4385439150,https://doi.org/10.24963/kr.2023/76,Planning with Epistemic Preferences,2023.0,0.0,26.0,0.0,False
train,709,On Epistemic Spaces for Iterated Belief Revision.,2023.0,False,,0.6618705035971223,-1.0,https://openalex.org/W4288047109,https://doi.org/10.24963/kr.2022/32,On the Representation of Darwiche and Pearl’s Epistemic States for Iterated Belief Revision,2022.0,11.0,45.0,1.2491,False
train,715,Complexity of Inconsistency-Tolerant Query Answering in Datalog+/- under Preferred Repairs.,2023.0,True,,1.0,0.0,https://openalex.org/W4385439161,https://doi.org/10.24963/kr.2023/46,Complexity of Inconsistency-Tolerant Query Answering in Datalog+/– under Preferred Repairs,2023.0,2.0,47.0,0.3457,False
train,719,ViWaT: A Lightweight Ontology of the Vietnamese Wastewater Treatment Management with Biological Methodologies.,2023.0,True,,1.0,0.0,https://openalex.org/W4400140579,,ViWaT: A Lightweight Ontology of the Vietnamese Wastewater Treatment Management with Biological Methodologies,2023.0,0.0,0.0,0.0,False
train,733,Embarrassingly Greedy Inconsistency Resolution of Qualitative Constraint Networks (Extended Abstract).,2023.0,True,,0.9,0.0,https://openalex.org/W4393107833,https://doi.org/10.4230/lipics.time.2023.12,Embarrassingly Greedy Inconsistency Resolution of Qualitative Constraint Networks,2023.0,1.0,0.0,0.1681,False
train,741,AdaBoost Based Multimodal Learning.,2023.0,False,,0.4642857142857143,-20.0,https://openalex.org/W2125366733,https://doi.org/10.1109/jproc.2003.817119,Boosted learning in dynamic bayesian networks for multimodal speaker detection,2003.0,51.0,46.0,7.3109,False
train,745,"Proceedings of 1st Workshop on AI-driven heterogeneous data management: Completing, merging, handling inconsistencies and query-answering, co-located with 20th International Conference on Principles of Knowledge Representation and Reasoning (KR 2023), Rhodes, Greece, September 3-4, 2023.",2023.0,False,,0.554074074074074,0.0,https://openalex.org/W4389813098,,"ENIGMA 2023 : AI-driven heterogeneous data management: Completing, merging, handling inconsistencies and query-answering 2023: Proceedings of 1st Workshop on AI-driven heterogeneous data management: Completing, merging, handling inconsistencies and query-answering,co-located with 20th International Conference on Principles of Knowledge Representation and Reasoning (KR 2023)Rhodes, Greece, September 3-4, 2023.",2023.0,0.0,0.0,,False
train,752,Pushing Optimal ABox Repair from EL Towards More Expressive Horn-DLs.,2022.0,True,,1.0,0.0,https://openalex.org/W4288046720,https://doi.org/10.24963/kr.2022/3,Pushing Optimal ABox Repair from EL Towards More Expressive Horn-DLs,2022.0,10.0,36.0,1.2491,False
train,754,The Topology of Surprise.,2022.0,True,,1.0,0.0,https://openalex.org/W4288046616,https://doi.org/10.24963/kr.2022/4,The Topology of Surprise,2022.0,5.0,39.0,0.7543,False
train,758,Defining Defense and Defeat in Abstract Argumentation From Scratch - A Generalizing Approach.,2022.0,True,,1.0,0.0,https://openalex.org/W4288046391,https://doi.org/10.24963/kr.2022/7,Defining Defense and Defeat in Abstract Argumentation From Scratch -- A Generalizing Approach,2022.0,3.0,35.0,0.4164,False
train,772,Interpolants and Explicit Definitions in Extensions of the Description Logic EL.,2022.0,True,,1.0,0.0,https://openalex.org/W4288046770,https://doi.org/10.24963/kr.2022/16,Interpolants and Explicit Definitions in Extensions of the Description Logic EL,2022.0,3.0,50.0,0.2776,False
train,775,Finite Entailment of UCRPQs over ALC Ontologies.,2022.0,True,,1.0,0.0,https://openalex.org/W4288046530,https://doi.org/10.24963/kr.2022/19,Finite Entailment of UCRPQs over ALC Ontologies,2022.0,3.0,51.0,0.3977,False
train,790,On Dynamics in Structured Argumentation Formalisms.,2022.0,True,,1.0,1.0,https://openalex.org/W4382651708,https://doi.org/10.1613/jair.1.14481,On Dynamics in Structured Argumentation Formalisms,2023.0,7.0,91.0,1.1991,False
train,795,On the Representation of Darwiche and Pearl&apos;s Epistemic States for Iterated Belief Revision.,2022.0,False,,0.5416666666666666,-22.0,https://openalex.org/W159556927,,A conditional logic for iterated belief revision,2000.0,4.0,12.0,0.5314,False
train,797,Neural-Probabilistic Answer Set Programming.,2022.0,True,,1.0,0.0,https://openalex.org/W4288046541,https://doi.org/10.24963/kr.2022/48,Neural-Probabilistic Answer Set Programming,2022.0,10.0,58.0,1.2491,False
train,804,"Proceedings of the 19th International Conference on Principles of Knowledge Representation and Reasoning, KR 2022, Haifa, Israel, July 31 - August 5, 2022.",2022.0,False,,0.3644444444444444,-8.0,https://openalex.org/W1533230146,https://doi.org/10.4230/tgdk.1.1.7,Embedding Entities and Relations for Learning and Inference in Knowledge Bases,2014.0,2036.0,37.0,39.3277,False
train,808,Somebody Knows.,2021.0,True,,1.0,0.0,https://openalex.org/W4200300843,https://doi.org/10.24963/kr.2021/1,Somebody Knows,2021.0,10.0,14.0,0.9786,False
train,822,On Testing Containedness Between Geometric Graph Classes using Second-order Quantifier Elimination and Hierarchical Reasoning (Short Paper).,2021.0,True,,1.0,0.0,https://openalex.org/W3216642439,,On Testing Containedness Between Geometric Graph Classes using Second-order Quantifier Elimination and Hierarchical Reasoning (Short Paper).,2021.0,0.0,5.0,0.0,False
train,826,Lifted Inference with Tree Axioms.,2021.0,True,,1.0,0.0,https://openalex.org/W3205533508,https://doi.org/10.24963/kr.2021/57,Lifted Inference with Tree Axioms,2021.0,6.0,38.0,0.8398,False
train,841,Answer-Set Programming for Lexicographical Makespan Optimisation in Parallel Machine Scheduling.,2021.0,True,,1.0,0.0,https://openalex.org/W3206326277,https://doi.org/10.24963/kr.2021/27,Answer-Set Programming for Lexicographical Makespan Optimisation in Parallel Machine Scheduling,2021.0,9.0,44.0,1.2238,False
train,850,A Dynamic Epistemic Logic with Finite Iteration and Parallel Composition.,2021.0,True,,1.0,0.0,https://openalex.org/W3206963418,https://doi.org/10.24963/kr.2021/68,A Dynamic Epistemic Logic with Finite Iteration and Parallel Composition,2021.0,2.0,35.0,0.0,False
train,861,Signature-Based ABox Abduction in ALC is Hard.,2021.0,True,,1.0,0.0,https://openalex.org/W3216866381,,Signature-Based ABox Abduction in ALC is Hard.,2021.0,0.0,27.0,0.0,False
train,865,On the Progression of Belief.,2021.0,True,,1.0,2.0,https://openalex.org/W4378190344,https://doi.org/10.1016/j.artint.2023.103947,On the progression of belief,2023.0,1.0,70.0,0.1704,False
train,866,Approximate Inference for Neural Probabilistic Logic Programming.,2021.0,True,,1.0,0.0,https://openalex.org/W3205374622,https://doi.org/10.24963/kr.2021/45,Approximate Inference for Neural Probabilistic Logic Programming,2021.0,8.0,47.0,0.9799,False
train,867,SEH-PILoT: A System for Property-Directed Symbol Elimination - Work in Progress (Short Paper).,2021.0,True,,1.0,0.0,https://openalex.org/W3216791564,,SEH-PILoT: A System for Property-Directed Symbol Elimination - Work in Progress (Short Paper).,2021.0,0.0,8.0,0.0,False
train,887,Applying Second-Order Quantifier Elimination in Inspecting Gödel&apos;s Ontological Proof.,2021.0,False,,0.3092783505154639,1.0,https://openalex.org/W4310798190,https://doi.org/10.33540/1603,Transcriptome-guided optimization of in vitro culture conditions to study microglia in health and disease,2022.0,0.0,600.0,,False
train,890,A Principle-based Analysis of Abstract Agent Argumentation Semantics.,2021.0,True,,1.0,0.0,https://openalex.org/W3205968394,https://doi.org/10.24963/kr.2021/60,A Principle-based Analysis of Abstract Agent Argumentation Semantics,2021.0,9.0,34.0,0.8396,False
train,893,Metadata-based Term Selection for Modularization and Uniform Interpolation of OWL Ontologies.,2021.0,True,,1.0,0.0,https://openalex.org/W3204353116,,Metadata-based Term Selection for Modularization and Uniform Interpolation of OWL Ontologies.,2021.0,0.0,15.0,0.0,False
train,894,"Proceedings of the International Workshop on Knowledge Representation and Representation Learning co-located with the 24th European Conference on Artificial Intelligence (ECAI 2020), Virtual Event, September, 2020.",2021.0,False,,0.2955326460481099,1.0,https://openalex.org/W4210630464,https://doi.org/10.1186/s42400-021-00105-6,"Threats, attacks and defenses to federated learning: issues, taxonomy and perspectives",2022.0,221.0,72.0,28.8777,False
train,895,"Proceedings of the 18th International Conference on Principles of Knowledge Representation and Reasoning, KR 2021, Online event, November 3-12, 2021.",2021.0,False,,0.4578313253012048,3.0,https://openalex.org/W4390670289,https://doi.org/10.3390/electronics13020269,"A Review of Immersive Technologies, Knowledge Representation, and AI for Human-Centered Digital Experiences",2024.0,90.0,197.0,29.941,False
train,897,The Effect of Rule Injectionin a Leakage Free Dataset.,2020.0,True,,1.0,0.0,https://openalex.org/W3217769674,,The Effect of Rule Injectionin a Leakage Free Dataset.,2020.0,0.0,0.0,0.0,False
train,898,Traversing Knowledge Graphs with Good Old (and New) Joins.,2020.0,True,,1.0,0.0,https://openalex.org/W3215171769,,Traversing Knowledge Graphs with Good Old (and New) Joins.,2020.0,0.0,0.0,0.0,False
train,900,Blockchains as Knowledge Graphs - Blockchains for Knowledge Graphs (Vision Paper).,2020.0,True,,1.0,0.0,https://openalex.org/W3215438351,,Blockchains as Knowledge Graphs - Blockchains for Knowledge Graphs (Vision Paper).,2020.0,3.0,0.0,0.8351,False
train,901,Cluster Discovery from Sensor Data Incorporating Expert Knowledge.,2020.0,True,,1.0,0.0,https://openalex.org/W3217251277,,Cluster Discovery from Sensor Data Incorporating Expert Knowledge.,2020.0,0.0,0.0,0.0,False
train,902,Knowledge Graphs: Meeting Point of Knowledge Representation and Representation Learning.,2020.0,True,,1.0,0.0,https://openalex.org/W3216877924,,Knowledge Graphs: Meeting Point of Knowledge Representation and Representation Learning.,2020.0,0.0,0.0,0.0,False
train,904,Multiple Run Ensemble Learning with Low Dimensional Knowledge Graph Embeddings.,2020.0,True,,1.0,1.0,https://openalex.org/W3169811809,https://doi.org/10.1109/ijcnn52387.2021.9533372,Multiple Run Ensemble Learning with Low-Dimensional Knowledge Graph Embeddings,2021.0,1.0,32.0,1.5603,False
train,906,"Inputs, Outputs, and Composition in the Logic of Information Flows.",2020.0,True,,1.0,0.0,https://openalex.org/W3080923803,https://doi.org/10.24963/kr.2020/1,"Inputs, Outputs, and Composition in the Logic of Information Flows",2020.0,2.0,25.0,0.3237,False
train,915,An Answer Set Programming Framework for Reasoning about Agents&apos; Beliefs and Truthfulness of Statements.,2020.0,False,,0.2978723404255319,0.0,https://openalex.org/W3105639786,https://doi.org/10.1163/9789004436794,Enthymemes and Topoi in Dialogue The Use of Common Sense Reasoning in Conversation,2020.0,12.0,0.0,1.1513,False
train,916,"Comparing Weak Admissibility Semantics to their Dung-style Counterparts - Reduct, Modularization, and Strong Equivalence in Abstract Argumentation.",2020.0,True,,1.0,0.0,https://openalex.org/W3080322119,https://doi.org/10.24963/kr.2020/9,"Comparing Weak Admissibility Semantics to their Dung-style Counterparts -- Reduct, Modularization, and Strong Equivalence in Abstract Argumentation",2020.0,20.0,27.0,2.311,False
train,924,Module Checking of Pushdown Multi-agent Systems.,2020.0,True,,1.0,0.0,https://openalex.org/W3011425143,https://doi.org/10.24963/kr.2020/17,Module Checking of Pushdown Multi-agent Systems,2020.0,1.0,51.0,0.1457,False
train,928,Preference-based Inconsistency-Tolerant Query Answering under Existential Rules.,2020.0,True,,1.0,0.0,https://openalex.org/W3081307833,https://doi.org/10.24963/kr.2020/21,Preference-based Inconsistency-Tolerant Query Answering under Existential Rules,2020.0,5.0,49.0,0.6796,False
train,957,Dynamic Awareness.,2020.0,False,,0.6296296296296297,-29.0,https://openalex.org/W1966614670,https://doi.org/10.1037/0033-295x.98.4.554,On the origins of dynamical awareness.,1991.0,57.0,39.0,3.8117,False
train,958,Treewidth-aware Reductions of Normal ASP to SAT - Is Normal ASP Harder than SAT after All?,2020.0,True,,1.0,1.0,https://openalex.org/W4226051860,https://doi.org/10.1016/j.artint.2021.103651,Treewidth-aware reductions of normal ASP to SAT – Is normal ASP harder than SAT after all?,2021.0,21.0,86.0,2.6597,False
train,1012,A Computational Framework Towards Medical Image Explanation.,2019.0,True,,1.0,0.0,https://openalex.org/W2996867467,https://doi.org/10.1007/978-3-030-37446-4_10,A Computational Framework Towards Medical Image Explanation,2019.0,4.0,32.0,0.7685,False
